area,item,element,year,unit,value
Ireland,Cattle,Export Value,2008,1000 US$,124043
Ireland,Cattle,Export Value,2009,1000 US$,166581
Ireland,Cattle,Export Value,2010,1000 US$,192881
Ireland,Cattle,Export Value,2011,1000 US$,180423
Ireland,Cattle,Export Value,2012,1000 US$,161982
Ireland,Cattle,Export Value,2013,1000 US$,156314
Ireland,Pigs,Export Quantity,1976,Head,385159
Ireland,Pigs,Export Quantity,1992,Head,150817
Ireland,Pigs,Export Quantity,1996,Head,235361
Ireland,Pigs,Export Quantity,1997,Head,229993
Ireland,Pigs,Export Quantity,1998,Head,258518
Ireland,Pigs,Export Quantity,1999,Head,243787
Ireland,Pigs,Export Quantity,2000,Head,400221
Ireland,Pigs,Export Quantity,2001,Head,123677
Ireland,Pigs,Export Quantity,2002,Head,362220
Ireland,Pigs,Export Quantity,2003,Head,317191
Ireland,Pigs,Export Quantity,2004,Head,393827
Ireland,Pigs,Export Quantity,2005,Head,465791
Ireland,Pigs,Export Quantity,2006,Head,497920
Ireland,Pigs,Export Quantity,2007,Head,551549
Ireland,Pigs,Export Quantity,2010,Head,107825
Ireland,Pigs,Export Quantity,2013,Head,468232
Ireland,Sheep,Export Quantity,1961,Head,348500
Ireland,Sheep,Export Quantity,1962,Head,383100
Ireland,Sheep,Export Quantity,1963,Head,329537
Ireland,Sheep,Export Quantity,1964,Head,316361
Ireland,Sheep,Export Quantity,1965,Head,233600
Ireland,Sheep,Export Quantity,1966,Head,181918
Ireland,Sheep,Export Quantity,1967,Head,141264
Ireland,Sheep,Export Quantity,1968,Head,161209
Ireland,Sheep,Export Quantity,1971,Head,128473
Ireland,Sheep,Export Quantity,1972,Head,162773
Ireland,Sheep,Export Quantity,1973,Head,121181
Ireland,Sheep,Export Quantity,1974,Head,119724
Ireland,Sheep,Export Quantity,1975,Head,208406
Ireland,Sheep,Export Quantity,1976,Head,103561
Ireland,Sheep,Export Quantity,1977,Head,114298
Ireland,Sheep,Export Quantity,1978,Head,102311
Ireland,Sheep,Export Quantity,1981,Head,108293
Ireland,Sheep,Export Quantity,1985,Head,110938
Ireland,Sheep,Export Quantity,1989,Head,132644
Ireland,Sheep,Export Quantity,1990,Head,242598
Ireland,Sheep,Export Quantity,1991,Head,213470
Ireland,Sheep,Export Quantity,1992,Head,303743
Ireland,Sheep,Export Quantity,1993,Head,135406
Ireland,Sheep,Export Quantity,1994,Head,165871
Ireland,Sheep,Export Quantity,1995,Head,140195
Ireland,Sheep,Export Quantity,1996,Head,121312
Ireland,Sheep,Export Quantity,1997,Head,108461
Ireland,Sheep,Export Quantity,1998,Head,151994
Ireland,Sheep,Export Quantity,1999,Head,202859
Ireland,Sheep,Export Quantity,2000,Head,272423
Ireland,Sheep,Export Quantity,2006,Head,144638
Italy,Cattle,Export Quantity,1997,Head,142908
Italy,Cattle,Export Quantity,1998,Head,130218
Italy,Cattle,Export Quantity,1999,Head,117754
Italy,Pigs,Export Quantity,2008,Head,130682
Jordan,Sheep,Export Quantity,1980,Head,209815
Jordan,Sheep,Export Quantity,1981,Head,166138
Jordan,Sheep,Export Quantity,1982,Head,197017
Jordan,Sheep,Export Quantity,1983,Head,382892
Jordan,Sheep,Export Quantity,1984,Head,253047
Jordan,Sheep,Export Quantity,1985,Head,197880
Jordan,Sheep,Export Quantity,1986,Head,215082
Jordan,Sheep,Export Quantity,1987,Head,200940
Jordan,Sheep,Export Quantity,1991,Head,311610
Jordan,Sheep,Export Quantity,1992,Head,549112
Jordan,Sheep,Export Quantity,1993,Head,789571
Jordan,Sheep,Export Quantity,1994,Head,409455
Jordan,Sheep,Export Quantity,1995,Head,298179
Jordan,Sheep,Export Quantity,1996,Head,608506
Jordan,Sheep,Export Quantity,1997,Head,910455
Jordan,Sheep,Export Quantity,1998,Head,568829
Jordan,Sheep,Export Quantity,1999,Head,492991
Jordan,Sheep,Export Quantity,2000,Head,277425
Jordan,Sheep,Export Quantity,2002,Head,137967
Jordan,Sheep,Export Quantity,2003,Head,178029
Jordan,Sheep,Export Quantity,2004,Head,196264
Jordan,Sheep,Export Quantity,2005,Head,175488
Jordan,Sheep,Export Quantity,2006,Head,410956
Jordan,Sheep,Export Quantity,2010,Head,123233
Jordan,Sheep,Export Quantity,2011,Head,371393
Jordan,Sheep,Export Quantity,2012,Head,404553
Jordan,Sheep,Export Quantity,2013,Head,649785
Jordan,Sheep,Export Value,1997,1000 US$,100807
Jordan,Sheep,Export Value,2011,1000 US$,109579
Jordan,Sheep,Export Value,2012,1000 US$,136839
Jordan,Sheep,Export Value,2013,1000 US$,212236
Latvia,Pigs,Export Quantity,2009,Head,116185
Latvia,Pigs,Export Quantity,2010,Head,216253
Latvia,Pigs,Export Quantity,2011,Head,249691
Latvia,Pigs,Export Quantity,2012,Head,160151
Latvia,Pigs,Export Quantity,2013,Head,166554
Lithuania,Cattle,Export Quantity,1993,Head,129700
Lithuania,Cattle,Export Quantity,1994,Head,129400
Lithuania,Cattle,Export Quantity,2006,Head,121207
Lithuania,Cattle,Export Quantity,2007,Head,155406
Lithuania,Cattle,Export Quantity,2008,Head,144441
Lithuania,Cattle,Export Quantity,2009,Head,141393
Lithuania,Cattle,Export Quantity,2010,Head,130834
Lithuania,Cattle,Export Quantity,2011,Head,129869
Lithuania,Cattle,Export Quantity,2012,Head,110839
Lithuania,Pigs,Export Quantity,2006,Head,124879
Lithuania,Pigs,Export Quantity,2007,Head,282787
Lithuania,Pigs,Export Quantity,2008,Head,415158
Lithuania,Pigs,Export Quantity,2009,Head,562445
Lithuania,Pigs,Export Quantity,2010,Head,442643
Lithuania,Pigs,Export Quantity,2011,Head,260740
Lithuania,Pigs,Export Quantity,2012,Head,283578
Lithuania,Pigs,Export Quantity,2013,Head,373023
Luxembourg,Pigs,Export Quantity,2012,Head,130354
Luxembourg,Pigs,Export Quantity,2013,Head,104330
Malaysia,Chickens,Export Value,2007,1000 US$,106357
Malaysia,Chickens,Export Value,2008,1000 US$,128335
Malaysia,Chickens,Export Value,2009,1000 US$,112715
Malaysia,Chickens,Export Value,2010,1000 US$,130638
Malaysia,Chickens,Export Value,2011,1000 US$,161096
Malaysia,Chickens,Export Value,2012,1000 US$,143302
Malaysia,Chickens,Export Value,2013,1000 US$,163535
Malaysia,Pigs,Export Quantity,1986,Head,217805
Malaysia,Pigs,Export Quantity,1987,Head,385500
Malaysia,Pigs,Export Quantity,1988,Head,528221
Malaysia,Pigs,Export Quantity,1989,Head,632694
Malaysia,Pigs,Export Quantity,1990,Head,861853
Malaysia,Pigs,Export Quantity,1991,Head,977848
Malaysia,Pigs,Export Quantity,1992,Head,1060677
Malaysia,Pigs,Export Quantity,1993,Head,1115317
Malaysia,Pigs,Export Quantity,1994,Head,1175161
Malaysia,Pigs,Export Quantity,1995,Head,1243193
Malaysia,Pigs,Export Quantity,1996,Head,1135607
Malaysia,Pigs,Export Quantity,1997,Head,1046000
Malaysia,Pigs,Export Quantity,1998,Head,1063760
Malaysia,Pigs,Export Quantity,1999,Head,210265
Malaysia,Pigs,Export Value,1992,1000 US$,110526
Malaysia,Pigs,Export Value,1993,1000 US$,111571
Malaysia,Pigs,Export Value,1994,1000 US$,113848
Malaysia,Pigs,Export Value,1995,1000 US$,120574
Malaysia,Pigs,Export Value,1996,1000 US$,140501
Malaysia,Pigs,Export Value,1997,1000 US$,112000
Mali,Cattle,Export Quantity,1961,Head,120000
Mali,Cattle,Export Quantity,1962,Head,130000
Mali,Cattle,Export Quantity,1963,Head,130000
Mali,Cattle,Export Quantity,1964,Head,140000
Mali,Cattle,Export Quantity,1965,Head,150000
Mali,Cattle,Export Quantity,1966,Head,156000
Mali,Cattle,Export Quantity,1967,Head,160000
Mali,Cattle,Export Quantity,1968,Head,160000
Mali,Cattle,Export Quantity,1969,Head,180000
Mali,Cattle,Export Quantity,1970,Head,190000
Mali,Cattle,Export Quantity,1971,Head,200000
Mali,Cattle,Export Quantity,1972,Head,220000
Mali,Cattle,Export Quantity,1973,Head,150000
Mali,Cattle,Export Quantity,1974,Head,122000
Mali,Cattle,Export Quantity,1975,Head,114000
Mali,Cattle,Export Quantity,1976,Head,111000
Mali,Cattle,Export Quantity,1977,Head,139000
Mali,Cattle,Export Quantity,1978,Head,193000
Mali,Cattle,Export Quantity,1979,Head,274000
Mali,Cattle,Export Quantity,1980,Head,396000
Mali,Cattle,Export Quantity,1981,Head,455000
Mali,Cattle,Export Quantity,1982,Head,479000
Mali,Cattle,Export Quantity,1983,Head,470000
Mali,Cattle,Export Quantity,1984,Head,423000
Mali,Cattle,Export Quantity,1985,Head,225000
Mali,Cattle,Export Quantity,1986,Head,263000
Mali,Cattle,Export Quantity,1987,Head,250494
Mali,Cattle,Export Quantity,1988,Head,236932
Mali,Cattle,Export Quantity,1989,Head,230000
Mali,Cattle,Export Quantity,1990,Head,185000
Mali,Cattle,Export Quantity,1991,Head,190000
Mali,Cattle,Export Quantity,1992,Head,204000
Mali,Cattle,Export Quantity,1993,Head,220000
Mali,Cattle,Export Quantity,1994,Head,169500
Mali,Cattle,Export Quantity,1995,Head,222000
Mali,Cattle,Export Quantity,1996,Head,229604
Mali,Cattle,Export Quantity,1997,Head,118880
Mali,Cattle,Export Quantity,1998,Head,108245
Mali,Cattle,Export Quantity,1999,Head,129064
Mali,Cattle,Export Quantity,2000,Head,279000
Mali,Cattle,Export Quantity,2001,Head,227000
Mali,Cattle,Export Quantity,2002,Head,106682
Mali,Cattle,Export Quantity,2004,Head,230000
Mali,Cattle,Export Quantity,2008,Head,224869
Mali,Cattle,Export Quantity,2009,Head,150000
Mali,Cattle,Export Quantity,2010,Head,100000
Mali,Cattle,Export Quantity,2012,Head,193924
Mali,Cattle,Export Quantity,2013,Head,193924
Mali,Cattle,Export Value,1981,1000 US$,100000
Mali,Cattle,Export Value,1982,1000 US$,100000
Mali,Cattle,Export Value,1983,1000 US$,100000
Mali,Sheep,Export Quantity,1961,Head,150000
Mali,Sheep,Export Quantity,1962,Head,150000
Mali,Sheep,Export Quantity,1963,Head,150000
Mali,Sheep,Export Quantity,1964,Head,150000
Mali,Sheep,Export Quantity,1965,Head,150000
Mali,Sheep,Export Quantity,1966,Head,150000
Mali,Sheep,Export Quantity,1967,Head,150000
Mali,Sheep,Export Quantity,1968,Head,150000
Mali,Sheep,Export Quantity,1969,Head,140000
Mali,Sheep,Export Quantity,1970,Head,137879
Mali,Sheep,Export Quantity,1971,Head,142091
Mali,Sheep,Export Quantity,1972,Head,110000
Mali,Sheep,Export Quantity,1973,Head,120253
Mali,Sheep,Export Quantity,1974,Head,117941
Mali,Sheep,Export Quantity,1975,Head,120000
Mali,Sheep,Export Quantity,1976,Head,160000
Mali,Sheep,Export Quantity,1978,Head,100000
Mali,Sheep,Export Quantity,1979,Head,174000
Mali,Sheep,Export Quantity,1980,Head,200000
Mali,Sheep,Export Quantity,1981,Head,280000
Mali,Sheep,Export Quantity,1982,Head,360000
Mali,Sheep,Export Quantity,1983,Head,340000
Mali,Sheep,Export Quantity,1984,Head,320000
Mali,Sheep,Export Quantity,1985,Head,300000
Mali,Sheep,Export Quantity,1986,Head,300000
Mali,Sheep,Export Quantity,1987,Head,377217
Mali,Sheep,Export Quantity,1988,Head,347462
Mali,Sheep,Export Quantity,1989,Head,300000
Mali,Sheep,Export Quantity,1990,Head,300000
Mali,Sheep,Export Quantity,1991,Head,283800
Mali,Sheep,Export Quantity,1992,Head,501100
Mali,Sheep,Export Quantity,1993,Head,337000
Mali,Sheep,Export Quantity,1994,Head,370000
Mali,Sheep,Export Quantity,1995,Head,300000
Mali,Sheep,Export Quantity,1996,Head,288719
Mali,Sheep,Export Quantity,1997,Head,250000
Mali,Sheep,Export Quantity,1998,Head,230000
Mali,Sheep,Export Quantity,1999,Head,200000
Mali,Sheep,Export Quantity,2000,Head,150000
Mali,Sheep,Export Quantity,2001,Head,150000
Mali,Sheep,Export Quantity,2002,Head,338868
Mali,Sheep,Export Quantity,2004,Head,159760
Mali,Sheep,Export Quantity,2005,Head,284033
Mali,Sheep,Export Quantity,2007,Head,210399
Mali,Sheep,Export Quantity,2008,Head,344586
Mali,Sheep,Export Quantity,2009,Head,200000
Mali,Sheep,Export Quantity,2010,Head,200000
Mali,Sheep,Export Quantity,2011,Head,150000
Mali,Sheep,Export Quantity,2012,Head,334887
Mali,Sheep,Export Quantity,2013,Head,334887
Mauritania,Cattle,Export Quantity,1961,Head,110000
Mauritania,Cattle,Export Quantity,1962,Head,110000
Mauritania,Cattle,Export Quantity,1963,Head,105000
Mauritania,Cattle,Export Quantity,1964,Head,105000
Mauritania,Cattle,Export Quantity,1965,Head,100000
Mauritania,Cattle,Export Quantity,1966,Head,100000
Mauritania,Cattle,Export Quantity,1967,Head,100000
Mauritania,Cattle,Export Quantity,1968,Head,100000
Mauritania,Cattle,Export Quantity,1969,Head,100000
Mauritania,Cattle,Export Quantity,1970,Head,100000
Mauritania,Cattle,Export Quantity,1972,Head,124000
Mauritania,Cattle,Export Quantity,1973,Head,108000
Mauritania,Sheep,Export Quantity,1961,Head,275000
Mauritania,Sheep,Export Quantity,1962,Head,280000
Mauritania,Sheep,Export Quantity,1963,Head,290000
Mauritania,Sheep,Export Quantity,1964,Head,310000
Mauritania,Sheep,Export Quantity,1965,Head,320000
Mauritania,Sheep,Export Quantity,1966,Head,400000
Mauritania,Sheep,Export Quantity,1967,Head,400000
Mauritania,Sheep,Export Quantity,1968,Head,410000
Mauritania,Sheep,Export Quantity,1969,Head,420000
Mauritania,Sheep,Export Quantity,1970,Head,430000
Mauritania,Sheep,Export Quantity,1971,Head,440000
Mauritania,Sheep,Export Quantity,1972,Head,450000
Mauritania,Sheep,Export Quantity,1973,Head,400000
Mauritania,Sheep,Export Quantity,1974,Head,350000
Mauritania,Sheep,Export Quantity,1975,Head,350000
Mauritania,Sheep,Export Quantity,1976,Head,370000
Mauritania,Sheep,Export Quantity,1977,Head,360000
Mauritania,Sheep,Export Quantity,1978,Head,360000
Mauritania,Sheep,Export Quantity,1979,Head,360000
Mauritania,Sheep,Export Quantity,1980,Head,370000
Mauritania,Sheep,Export Quantity,1981,Head,390000
Mauritania,Sheep,Export Quantity,1982,Head,320000
Mauritania,Sheep,Export Quantity,1983,Head,300000
Mauritania,Sheep,Export Quantity,1984,Head,280000
Mauritania,Sheep,Export Quantity,1985,Head,280000
Mauritania,Sheep,Export Quantity,1986,Head,250000
Mauritania,Sheep,Export Quantity,1987,Head,250000
Mauritania,Sheep,Export Quantity,1988,Head,240000
Mauritania,Sheep,Export Quantity,1989,Head,250000
Mauritania,Sheep,Export Quantity,1990,Head,270000
Mauritania,Sheep,Export Quantity,1991,Head,250000
Mauritania,Sheep,Export Quantity,1992,Head,240000
Mauritania,Sheep,Export Quantity,1993,Head,230000
Mauritania,Sheep,Export Quantity,1994,Head,230000
Mauritania,Sheep,Export Quantity,1995,Head,280000
Mauritania,Sheep,Export Quantity,1996,Head,206000
Mauritania,Sheep,Export Quantity,1997,Head,245000
Mauritania,Sheep,Export Quantity,1998,Head,195000
Mauritania,Sheep,Export Quantity,1999,Head,250000
Mauritania,Sheep,Export Quantity,2000,Head,200000
Mauritania,Sheep,Export Quantity,2001,Head,250000
Mauritania,Sheep,Export Quantity,2002,Head,280000
Mauritania,Sheep,Export Quantity,2003,Head,200000
Mauritania,Sheep,Export Quantity,2004,Head,250000
Mauritania,Sheep,Export Quantity,2005,Head,210000
Mauritania,Sheep,Export Quantity,2006,Head,190000
Mauritania,Sheep,Export Quantity,2007,Head,170000
Mauritania,Sheep,Export Quantity,2008,Head,150000
Mauritania,Sheep,Export Quantity,2009,Head,200000
Mauritania,Sheep,Export Quantity,2010,Head,200000
Mauritania,Sheep,Export Quantity,2011,Head,200000
Mauritania,Sheep,Export Quantity,2012,Head,200000
Mauritania,Sheep,Export Quantity,2013,Head,201000
Mexico,Cattle,Export Quantity,1961,Head,549744
Mexico,Cattle,Export Quantity,1962,Head,766254
Mexico,Cattle,Export Quantity,1963,Head,553045
Mexico,Cattle,Export Quantity,1964,Head,358038
Mexico,Cattle,Export Quantity,1965,Head,557636
Mexico,Cattle,Export Quantity,1966,Head,589710
Mexico,Cattle,Export Quantity,1967,Head,524389
Mexico,Cattle,Export Quantity,1968,Head,712015
Mexico,Cattle,Export Quantity,1969,Head,840517
Mexico,Cattle,Export Quantity,1970,Head,933679
Mexico,Cattle,Export Quantity,1971,Head,756804
Mexico,Cattle,Export Quantity,1972,Head,965811
Mexico,Cattle,Export Quantity,1973,Head,552849
Mexico,Cattle,Export Quantity,1974,Head,363482
Mexico,Cattle,Export Quantity,1975,Head,226117
Mexico,Cattle,Export Quantity,1976,Head,470459
Mexico,Cattle,Export Quantity,1977,Head,535244
Mexico,Cattle,Export Quantity,1978,Head,982191
Mexico,Cattle,Export Quantity,1979,Head,466379
Mexico,Cattle,Export Quantity,1980,Head,316503
Mexico,Cattle,Export Quantity,1981,Head,325000
Mexico,Cattle,Export Quantity,1982,Head,542000
Mexico,Cattle,Export Quantity,1983,Head,560500
Mexico,Cattle,Export Quantity,1984,Head,378000
Mexico,Cattle,Export Quantity,1985,Head,528000
Mexico,Cattle,Export Quantity,1986,Head,980919
Mexico,Cattle,Export Quantity,1987,Head,1022322
Mexico,Cattle,Export Quantity,1988,Head,806724
Mexico,Cattle,Export Quantity,1989,Head,835767
Mexico,Cattle,Export Quantity,1990,Head,1351106
Mexico,Cattle,Export Quantity,1991,Head,1181290
Mexico,Cattle,Export Quantity,1992,Head,1120000
Mexico,Cattle,Export Quantity,1993,Head,1383237
Mexico,Cattle,Export Quantity,1994,Head,1094508
Mexico,Cattle,Export Quantity,1995,Head,1658153
Mexico,Cattle,Export Quantity,1996,Head,458398
Mexico,Cattle,Export Quantity,1997,Head,666660
Mexico,Cattle,Export Quantity,1998,Head,724624
Mexico,Cattle,Export Quantity,1999,Head,959928
Mexico,Cattle,Export Quantity,2000,Head,1223898
Mexico,Cattle,Export Quantity,2001,Head,1141662
Mexico,Cattle,Export Quantity,2002,Head,947913
Mexico,Cattle,Export Quantity,2003,Head,1239897
Mexico,Cattle,Export Quantity,2004,Head,1374814
Mexico,Cattle,Export Quantity,2005,Head,1258785
Mexico,Cattle,Export Quantity,2006,Head,1570673
Mexico,Cattle,Export Quantity,2007,Head,1089285
Mexico,Cattle,Export Quantity,2008,Head,737662
Mexico,Cattle,Export Quantity,2009,Head,980150
Mexico,Cattle,Export Quantity,2010,Head,1261315
Mexico,Cattle,Export Quantity,2011,Head,1898833
Mexico,Cattle,Export Quantity,2012,Head,1538602
Mexico,Cattle,Export Quantity,2013,Head,1045179
Mexico,Cattle,Export Value,1972,1000 US$,116714
Mexico,Cattle,Export Value,1978,1000 US$,167292
Mexico,Cattle,Export Value,1979,1000 US$,120032
Mexico,Cattle,Export Value,1982,1000 US$,127225
Mexico,Cattle,Export Value,1983,1000 US$,117468
Mexico,Cattle,Export Value,1984,1000 US$,112315
Mexico,Cattle,Export Value,1985,1000 US$,143295
Mexico,Cattle,Export Value,1986,1000 US$,264779
Mexico,Cattle,Export Value,1987,1000 US$,192226
Mexico,Cattle,Export Value,1988,1000 US$,203354
Mexico,Cattle,Export Value,1989,1000 US$,211108
Mexico,Cattle,Export Value,1990,1000 US$,353530
Mexico,Cattle,Export Value,1991,1000 US$,358307
Mexico,Cattle,Export Value,1992,1000 US$,329738
Mexico,Cattle,Export Value,1993,1000 US$,448255
Mexico,Cattle,Export Value,1994,1000 US$,361657
Mexico,Cattle,Export Value,1995,1000 US$,536180
Mexico,Cattle,Export Value,1996,1000 US$,127539
Mexico,Cattle,Export Value,1997,1000 US$,198297
Mexico,Cattle,Export Value,1998,1000 US$,209883
Mexico,Cattle,Export Value,1999,1000 US$,290679
Mexico,Cattle,Export Value,2000,1000 US$,404303
Mexico,Cattle,Export Value,2001,1000 US$,414967
Mexico,Cattle,Export Value,2002,1000 US$,363784
Mexico,Cattle,Export Value,2003,1000 US$,471388
Mexico,Cattle,Export Value,2004,1000 US$,546164
Mexico,Cattle,Export Value,2005,1000 US$,522402
Mexico,Cattle,Export Value,2006,1000 US$,666573
Mexico,Cattle,Export Value,2007,1000 US$,480117
Mexico,Cattle,Export Value,2008,1000 US$,311917
Mexico,Cattle,Export Value,2009,1000 US$,395910
Mexico,Cattle,Export Value,2010,1000 US$,537951
Mexico,Cattle,Export Value,2011,1000 US$,827842
Mexico,Cattle,Export Value,2012,1000 US$,749502
Mexico,Cattle,Export Value,2013,1000 US$,528041
Mongolia,Cattle,Export Quantity,1961,Head,127800
Mongolia,Cattle,Export Quantity,1962,Head,116200
Mongolia,Cattle,Export Quantity,1966,Head,103000
Mongolia,Cattle,Export Quantity,1967,Head,105900
Mongolia,Sheep,Export Quantity,1961,Head,1656200
Mongolia,Sheep,Export Quantity,1962,Head,1376400
Mongolia,Sheep,Export Quantity,1963,Head,1246000
Mongolia,Sheep,Export Quantity,1964,Head,1133800
Mongolia,Sheep,Export Quantity,1965,Head,1403800
Mongolia,Sheep,Export Quantity,1966,Head,1917100
Mongolia,Sheep,Export Quantity,1967,Head,1617400
Mongolia,Sheep,Export Quantity,1968,Head,1088100
Mongolia,Sheep,Export Quantity,1969,Head,944900
Mongolia,Sheep,Export Quantity,1970,Head,944700
Mongolia,Sheep,Export Quantity,1971,Head,1017400
Mongolia,Sheep,Export Quantity,1972,Head,1165000
Mongolia,Sheep,Export Quantity,1973,Head,1198300
Mongolia,Sheep,Export Quantity,1974,Head,1209000
Mongolia,Sheep,Export Quantity,1975,Head,1010000
Mongolia,Sheep,Export Quantity,1976,Head,856000
Mongolia,Sheep,Export Quantity,1977,Head,465000
Mongolia,Sheep,Export Quantity,1978,Head,430000
Mongolia,Sheep,Export Quantity,1979,Head,448000
Mongolia,Sheep,Export Quantity,1980,Head,430000
Mongolia,Sheep,Export Quantity,1981,Head,312000
Mongolia,Sheep,Export Quantity,1982,Head,295000
Mongolia,Sheep,Export Quantity,1983,Head,377600
Mongolia,Sheep,Export Quantity,1984,Head,390000
Mongolia,Sheep,Export Quantity,1985,Head,302000
Mongolia,Sheep,Export Quantity,1986,Head,440000
Mongolia,Sheep,Export Quantity,1987,Head,426700
Mongolia,Sheep,Export Quantity,1988,Head,306400
Mongolia,Sheep,Export Quantity,1989,Head,311100
Mongolia,Sheep,Export Quantity,1990,Head,279000
Mongolia,Sheep,Export Quantity,1991,Head,277400
Myanmar,Cattle,Export Quantity,1999,Head,110000
Myanmar,Cattle,Export Quantity,2000,Head,111000
Myanmar,Cattle,Export Quantity,2001,Head,150000
Myanmar,Cattle,Export Quantity,2002,Head,113106
Myanmar,Cattle,Export Quantity,2004,Head,131337
Myanmar,Cattle,Export Quantity,2013,Head,203600
Namibia,Cattle,Export Quantity,1961,Head,232845
Namibia,Cattle,Export Quantity,1962,Head,170121
Namibia,Cattle,Export Quantity,1963,Head,263013
Namibia,Cattle,Export Quantity,1964,Head,255969
Namibia,Cattle,Export Quantity,1965,Head,246576
Namibia,Cattle,Export Quantity,1966,Head,176700
Namibia,Cattle,Export Quantity,1967,Head,239000
Namibia,Cattle,Export Quantity,1968,Head,259000
Namibia,Cattle,Export Quantity,1969,Head,241000
Namibia,Cattle,Export Quantity,1970,Head,306000
Namibia,Cattle,Export Quantity,1971,Head,353000
Namibia,Cattle,Export Quantity,1972,Head,430000
Namibia,Cattle,Export Quantity,1973,Head,450000
Namibia,Cattle,Export Quantity,1974,Head,460000
Namibia,Cattle,Export Quantity,1975,Head,249792
Namibia,Cattle,Export Quantity,1976,Head,260869
Namibia,Cattle,Export Quantity,1977,Head,199757
Namibia,Cattle,Export Quantity,1978,Head,239994
Namibia,Cattle,Export Quantity,1979,Head,228857
Namibia,Cattle,Export Quantity,1980,Head,236435
Namibia,Cattle,Export Quantity,1981,Head,330642
Namibia,Cattle,Export Quantity,1982,Head,184954
Namibia,Cattle,Export Quantity,1983,Head,114258
Namibia,Cattle,Export Quantity,1984,Head,112501
Namibia,Cattle,Export Quantity,1985,Head,137375
Namibia,Cattle,Export Quantity,1986,Head,142178
Namibia,Cattle,Export Quantity,1987,Head,184153
Namibia,Cattle,Export Quantity,1988,Head,160077
Namibia,Cattle,Export Quantity,1989,Head,163067
Namibia,Cattle,Export Quantity,1990,Head,144582
Namibia,Cattle,Export Quantity,1991,Head,135367
Namibia,Cattle,Export Quantity,1992,Head,157071
Namibia,Cattle,Export Quantity,1993,Head,179648
Namibia,Cattle,Export Quantity,1994,Head,190660
Namibia,Cattle,Export Quantity,1995,Head,198773
Namibia,Cattle,Export Quantity,1996,Head,279127
Namibia,Cattle,Export Quantity,1998,Head,165062
Namibia,Cattle,Export Quantity,1999,Head,152416
Namibia,Cattle,Export Quantity,2004,Head,106456
Namibia,Cattle,Export Quantity,2005,Head,180020
Namibia,Cattle,Export Quantity,2006,Head,151974
Namibia,Cattle,Export Quantity,2007,Head,152506
Namibia,Cattle,Export Quantity,2009,Head,100000
Namibia,Cattle,Export Quantity,2012,Head,132553
Namibia,Cattle,Export Quantity,2013,Head,187510
Namibia,Cattle,Export Value,1963,1000 US$,105000
Namibia,Cattle,Export Value,1964,1000 US$,102000
Namibia,Cattle,Export Value,1968,1000 US$,104000
Namibia,Cattle,Export Value,1970,1000 US$,117000
Namibia,Cattle,Export Value,1971,1000 US$,136000
Namibia,Cattle,Export Value,1972,1000 US$,172000
Namibia,Cattle,Export Value,1973,1000 US$,180000
Namibia,Cattle,Export Value,1974,1000 US$,184000
Namibia,Cattle,Export Value,1975,1000 US$,100000
Namibia,Cattle,Export Value,1976,1000 US$,104000
Namibia,Cattle,Export Value,1981,1000 US$,136731
Namibia,Sheep,Export Quantity,1961,Head,117292
Namibia,Sheep,Export Quantity,1963,Head,103144
Namibia,Sheep,Export Quantity,1964,Head,150735
Namibia,Sheep,Export Quantity,1965,Head,107800
Namibia,Sheep,Export Quantity,1966,Head,120000
Namibia,Sheep,Export Quantity,1967,Head,222000
Namibia,Sheep,Export Quantity,1968,Head,268000
Namibia,Sheep,Export Quantity,1969,Head,278000
Namibia,Sheep,Export Quantity,1970,Head,179000
Namibia,Sheep,Export Quantity,1971,Head,222000
Namibia,Sheep,Export Quantity,1972,Head,225000
Namibia,Sheep,Export Quantity,1973,Head,270000
Namibia,Sheep,Export Quantity,1974,Head,290000
Namibia,Sheep,Export Quantity,1975,Head,314335
Namibia,Sheep,Export Quantity,1976,Head,290948
Namibia,Sheep,Export Quantity,1977,Head,275951
Namibia,Sheep,Export Quantity,1978,Head,253160
Namibia,Sheep,Export Quantity,1979,Head,248081
Namibia,Sheep,Export Quantity,1980,Head,204050
Namibia,Sheep,Export Quantity,1981,Head,583182
Namibia,Sheep,Export Quantity,1982,Head,514514
Namibia,Sheep,Export Quantity,1983,Head,259710
Namibia,Sheep,Export Quantity,1984,Head,302216
Namibia,Sheep,Export Quantity,1985,Head,546513
Namibia,Sheep,Export Quantity,1986,Head,525882
Namibia,Sheep,Export Quantity,1987,Head,604951
Namibia,Sheep,Export Quantity,1988,Head,597621
Namibia,Sheep,Export Quantity,1989,Head,843112
Namibia,Sheep,Export Quantity,1990,Head,853373
Namibia,Sheep,Export Quantity,1991,Head,839537
Namibia,Sheep,Export Quantity,1992,Head,1045809
Namibia,Sheep,Export Quantity,1993,Head,817608
Namibia,Sheep,Export Quantity,1994,Head,888410
Namibia,Sheep,Export Quantity,1995,Head,1008662
Namibia,Sheep,Export Quantity,1996,Head,844975
Namibia,Sheep,Export Quantity,1997,Head,448650
Namibia,Sheep,Export Quantity,1998,Head,1086320
Namibia,Sheep,Export Quantity,1999,Head,224596
Namibia,Sheep,Export Quantity,2000,Head,239802
Namibia,Sheep,Export Quantity,2001,Head,593023
Namibia,Sheep,Export Quantity,2002,Head,638396
